date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:42:49	51569/51569	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2007:29:24%20GMT	https://webextheme.com/html/ziptech/v2/home4-rtl.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/home4-rtl.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:50	39471/39471	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2007:33:10%20GMT	https://webextheme.com/html/ziptech/v2/home5-rtl.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/home5-rtl.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:51	62471/62471	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2007:35:44%20GMT	https://webextheme.com/html/ziptech/v2/home6-rtl.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/home6-rtl.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:52	35901/35901	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-header-style1.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-header-style1.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:53	35897/35897	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:16:22%20GMT	https://webextheme.com/html/ziptech/v2/page-header-style2.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-header-style2.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:54	35127/35127	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:16:40%20GMT	https://webextheme.com/html/ziptech/v2/page-header-style3.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-header-style3.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:55	35772/35772	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-about.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-about.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:56	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20May%202023%2015:12:56%20GMT	https://webextheme.com/html/ziptech/v2/page-team.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-team.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:57	27803/27803	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-team-grid.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-team-grid.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:58	27440/27440	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-team-carousel.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-team-carousel.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:42:59	22756/22756	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-team-details.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-team-details.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:00	22467/22467	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-pricing.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-pricing.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:01	20191/20191	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-testimonials.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-testimonials.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:02	30834/30834	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-faqs.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-faqs.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:03	3302/3302	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2010:26:10%20GMT	https://webextheme.com/html/ziptech/v2/404.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/404.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:04	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20May%202023%2015:13:04%20GMT	https://webextheme.com/html/ziptech/v2/page-services-style1.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-services-style1.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:05	24384/24384	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-services-style-01.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-services-style-01.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:06	27097/27097	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-services-style-02.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-services-style-02.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:07	25402/25402	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/service-ui-ux-design.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/service-ui-ux-design.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:08	25349/25349	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/service-it-management.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/service-it-management.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:09	25357/25357	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/service-digital-marketing.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/service-digital-marketing.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:10	25351/25351	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/service-cyber-security.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/service-cyber-security.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:11	25353/25353	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/service-app-devolopment.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/service-app-devolopment.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:12	27569/27569	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-projects.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-projects.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:13	31276/31276	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-project-details.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-project-details.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:14	26380/26380	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-news.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-news.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:15	31744/31744	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-news-left-sidebar.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-news-left-sidebar.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:16	31742/31742	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-news-right-sidebar.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-news-right-sidebar.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:17	33685/33685	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-news-details.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-news-details.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:18	22409/22409	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Mar%202023%2001:15:10%20GMT	https://webextheme.com/html/ziptech/v2/page-contact-us.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-contact-us.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:19	53000/53000	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:38:44%20GMT	https://webextheme.com/html/ziptech/v2/images/bg/abs-bg1.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/bg/abs-bg1.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:20	48384/48384	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:39:28%20GMT	https://webextheme.com/html/ziptech/v2/images/bg/home3-img1.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/bg/home3-img1.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:21	908/908	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:42:48%20GMT	https://webextheme.com/html/ziptech/v2/images/objects/arrow-video.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/objects/arrow-video.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:22	14345/14345	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:42:50%20GMT	https://webextheme.com/html/ziptech/v2/images/objects/brand-object1.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/objects/brand-object1.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:23	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2014%20May%202023%2015:13:23%20GMT	https://webextheme.com/html/ziptech/v2/page-about-us.html	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/page-about-us.html	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:24	2435/2435	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:40:50%20GMT	https://webextheme.com/html/ziptech/v2/images/about/founder.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/about/founder.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:25	34442/34442	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202023%2011:15:42%20GMT	https://webextheme.com/html/ziptech/v2/images/about/about3-img2.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/about/about3-img2.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:26	34962/34962	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:40:44%20GMT	https://webextheme.com/html/ziptech/v2/images/about/about3-img1.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/about/about3-img1.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:27	3574/3574	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:38:54%20GMT	https://webextheme.com/html/ziptech/v2/images/bg/divider-bg3.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/bg/divider-bg3.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:28	33187/33187	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:43:28%20GMT	https://webextheme.com/html/ziptech/v2/images/projects/project_01.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/projects/project_01.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:30	51211/51211	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:43:30%20GMT	https://webextheme.com/html/ziptech/v2/images/projects/project_02.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/projects/project_02.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:31	43217/43217	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:43:30%20GMT	https://webextheme.com/html/ziptech/v2/images/projects/project_03.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/projects/project_03.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:33	55934/55934	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:43:32%20GMT	https://webextheme.com/html/ziptech/v2/images/projects/project_05.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/projects/project_05.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:33	34098/34098	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:43:32%20GMT	https://webextheme.com/html/ziptech/v2/images/projects/project_04.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/projects/project_04.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:34	33970/33970	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:43:34%20GMT	https://webextheme.com/html/ziptech/v2/images/projects/project_06.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/projects/project_06.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:35	33675/33675	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:47:14%20GMT	https://webextheme.com/html/ziptech/v2/images/team/team01.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/team/team01.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:35	21883/21883	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:47:14%20GMT	https://webextheme.com/html/ziptech/v2/images/team/team02.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/team/team02.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:37	29034/29034	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:47:14%20GMT	https://webextheme.com/html/ziptech/v2/images/team/team03.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/team/team03.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:37	26913/26913	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:47:16%20GMT	https://webextheme.com/html/ziptech/v2/images/team/team04.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/team/team04.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:39	36379/36379	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:47:18%20GMT	https://webextheme.com/html/ziptech/v2/images/team/team07.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/team/team07.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:39	19438/19438	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:47:16%20GMT	https://webextheme.com/html/ziptech/v2/images/team/team06.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/team/team06.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:40	2711/2711	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:39:42%20GMT	https://webextheme.com/html/ziptech/v2/images/bg/working-process-shape.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/bg/working-process-shape.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:41	2933/2933	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:42:50%20GMT	https://webextheme.com/html/ziptech/v2/images/objects/why-choose-us-style2-obj1.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/objects/why-choose-us-style2-obj1.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:42	2933/2933	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:42:50%20GMT	https://webextheme.com/html/ziptech/v2/images/objects/why-choose-us-style2-obj2.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/objects/why-choose-us-style2-obj2.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:45	17692/17692	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:42:48%20GMT	https://webextheme.com/html/ziptech/v2/images/objects/6.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/objects/6.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:46	2731/2731	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Dec%202019%2005:54:00%20GMT	https://webextheme.com/html/ziptech/v2/images/testimonials/testimonial-img1.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/testimonials/testimonial-img1.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:46	35193/35193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Feb%202023%2009:16:30%20GMT	https://webextheme.com/html/ziptech/v2/images/news/01.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/news/01.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:47	85432/85432	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202023%2011:40:50%20GMT	https://webextheme.com/html/ziptech/v2/images/about/divider-img2.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/about/divider-img2.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:47	40178/40178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Feb%202023%2009:17:00%20GMT	https://webextheme.com/html/ziptech/v2/images/news/02.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/news/02.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:48	2956/2956	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Dec%202019%2005:54:06%20GMT	https://webextheme.com/html/ziptech/v2/images/testimonials/testimonial-img2.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/testimonials/testimonial-img2.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:50	35068/35068	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Feb%202023%2009:21:14%20GMT	https://webextheme.com/html/ziptech/v2/images/news/03.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/news/03.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:50	2541/2541	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Dec%202019%2005:54:06%20GMT	https://webextheme.com/html/ziptech/v2/images/testimonials/testimonial-img3.jpg	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/testimonials/testimonial-img3.jpg	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:52	119869/119869	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Feb%202023%2008:56:16%20GMT	https://webextheme.com/html/ziptech/v2/images/objects/footer-obj1.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/objects/footer-obj1.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
20:43:53	7222/7222	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202023%2011:47:48%20GMT	https://webextheme.com/html/ziptech/v2/images/logo-light.png	/Users/priyapackrisamy/Sites/proppify/webextheme.com/html/ziptech/v2/images/logo-light.png	(from https://webextheme.com/html/ziptech/v2/home3.html)
